num_gpu,duration,submit_time,iterations,model
5,161,2002512,322,bert
5,309,1472089,618,bert
5,70,1679827,140,bert
1,11434,1831743,22868,bert
1,1592,2776139,3184,bert
2,5180,1517450,10360,bert
25,29218,1297871,58436,alexnet
1,6543,2953105,13086,bert
5,100,1563127,200,bert
5,56,1590033,112,bert
2,12818,2204686,25636,bert
8,15474,2859037,30948,bert
20,125,2201839,250,bert
3,38,1309123,76,bert
1,7367,2607988,14734,bert
5,4370,3283595,8740,bert
1,12455,3659481,24910,bert
1,70,3643823,140,bert
5,6155,3114281,12310,bert
5,3017,3544615,6034,bert
1,7507,2346142,15014,bert
3,48,1981287,96,bert
5,288,3063359,576,bert
25,198,3209606,396,inception
1,314,1722980,628,bert
1,7545,2607993,15090,bert
8,86753,2909557,173506,bert
1,186,2273148,372,bert
25,209,3465255,418,inception
5,107,3062870,214,bert
1,9153,2957605,18306,bert
1,2377,2410929,4754,bert
16,381,3534240,762,bert
5,4249,3282708,8498,bert
3,441,2158728,882,bert
5,5489,3037156,10978,bert
2,206,2797251,412,bert
5,5156,3283010,10312,bert
5,4435,3194101,8870,bert
1,7499,2346140,14998,bert
5,374,1385574,748,bert
5,8431,1744699,16862,bert
5,218,1630592,436,bert
8,5298,2858473,10596,bert
1,16266,3689081,32532,bert
5,8392,2007071,16784,bert
5,174,2326227,348,bert
5,3148,3628209,6296,bert
2,13285,1620272,26570,bert
3,65,3242095,130,bert
5,3606,3654651,7212,bert
5,4135,3729413,8270,bert
1,188,3753842,376,bert
9,7838,2252941,15676,bert
3,95,3083387,190,bert
1,2702,1373802,5404,bert
5,4305,3497493,8610,bert
5,4847,3367617,9694,bert
1,274,3654759,548,bert
32,3766,2038363,7532,bert
5,5816,3193526,11632,bert
8,7386,3198328,14772,bert
5,8246,1926065,16492,bert
1,6591,1744026,13182,bert
4,2961,3466804,5922,bert
1,7146,2346140,14292,bert
5,5469,3114381,10938,bert
5,8365,1673129,16730,bert
5,83,2002549,166,bert
8,10088,1256557,20176,bert
3,49,1185697,98,bert
5,4182,3194773,8364,bert
3,64,1706168,128,bert
21,10053,1825660,20106,bert
5,4477,3115071,8954,bert
16,492,1304897,984,bert
16,137,2150963,274,bert
4,34717,1906284,69434,bert
5,4951,3367474,9902,bert
5,3029,3729456,6058,bert
1,174,1666486,348,bert
16,112,1804565,224,bert
1,11931,1831743,23862,bert
1,7596,2607989,15192,bert
1,185,3755268,370,bert
1,8469,3740645,16938,bert
50,604,3575975,1208,bert
2,23460,1788337,46920,bert
1,10871,3740644,21742,bert
5,4130,3654569,8260,bert
1,5432,2524227,10864,bert
5,767,1209778,1534,bert
2,7910,3255684,15820,bert
5,4280,3115149,8560,bert
1,314,3054632,628,bert
5,4868,3283111,9736,bert
16,160,3534253,320,bert
1,27979,2160793,55958,bert
1,7302,2607992,14604,bert
16,941,1804511,1882,bert
2,17944,1620840,35888,bert
1,7433,2607993,14866,bert
5,4158,3194143,8316,bert
5,8492,1926372,16984,bert
5,8671,2641805,17342,bert
1,133,3463956,266,bert
1,10527,3482415,21054,bert
16,73,1849562,146,bert
1,7181,2957605,14362,bert
5,8263,2864879,16526,bert
1,13004,3659482,26008,bert
5,305,3598586,610,bert
16,177,2150971,354,bert
5,8122,2006235,16244,bert
5,8207,1925342,16414,bert
5,147,1543041,294,bert
5,5418,3037140,10836,bert
5,4455,3367194,8910,bert
5,8314,1860324,16628,bert
5,3317,1686306,6634,bert
4,915,2963170,1830,bert
1,204,3727908,408,bert
5,3648,3654654,7296,bert
5,5603,1107392,11206,bert
1,10084,3689083,20168,bert
1,7493,2957607,14986,bert
16,82,2326228,164,bert
1,8981,1744032,17962,bert
1,8557,3482411,17114,bert
8,3206,2940629,6412,bert
5,7884,2006113,15768,bert
1,7507,2346140,15014,bert
2,4857,1734490,9714,bert
5,5060,3283034,10120,bert
5,5436,3036864,10872,bert
1,10645,3482412,21290,bert
8,2991,2908506,5982,bert
16,86,1804512,172,bert
5,314,3598243,628,bert
1,222,3580067,444,bert
5,516,3754722,1032,bert
5,8171,1925520,16342,bert
1,163,2533982,326,bert
3,112,1144816,224,bert
5,4915,3367579,9830,bert
5,73,1589984,146,bert
3,54,1122200,108,bert
5,5492,3107766,10984,bert
5,7941,1859521,15882,bert
16,138,3534287,276,bert
1,111,3727726,222,bert
16,334,3534299,668,bert
5,2780,1309684,5560,bert
1,11975,3659481,23950,bert
5,91,3031141,182,bert
1,8908,1744026,17816,bert
8,89531,1912512,179062,bert
3,53,1981350,106,bert
5,4444,3194125,8888,bert
5,8932,2006765,17864,bert
1,10077,1744041,20154,bert
16,64,1721845,128,bert
5,248,1975048,496,bert
1,8916,3659484,17832,bert
5,4856,3115472,9712,bert
1,4783,2607990,9566,bert
5,4255,3367300,8510,bert
16,208,2326365,416,bert
5,240,1975057,480,bert
1,7408,2346142,14816,bert
1,8430,2783595,16860,bert
5,4386,3497494,8772,bert
5,8363,1744798,16726,bert
16,74,2151092,148,bert
1,23622,2265606,47244,bert
8,4597,2858121,9194,bert
1,8024,2607989,16048,bert
1,2933,1717284,5866,bert
1,2509,2928717,5018,bert
1,2507,1112341,5014,bert
5,8594,2563013,17188,bert
5,114,2606973,228,bert
5,8124,1744800,16248,bert
1,22,2875123,44,bert
5,7960,2864937,15920,bert
1,2310,1889595,4620,bert
5,5566,3069666,11132,bert
1,7399,2346142,14798,bert
16,2527,2080272,5054,bert
1,807,3676198,1614,bert
4,4837,1101347,9674,bert
5,2902,3544754,5804,bert
5,4004,3497497,8008,bert
5,3649,3544613,7298,bert
5,1819,1309646,3638,bert
5,3277,1686323,6554,bert
5,4264,3070473,8528,bert
5,197,2061909,394,bert
5,78,3598143,156,bert
5,356,3598193,712,bert
5,5725,1278968,11450,bert
1,3004,3387697,6008,bert
5,5583,3107608,11166,bert
5,3341,1696813,6682,bert
16,139,1804573,278,bert
5,336,3754588,672,bert
4,5048,1187843,10096,bert
16,217,2151055,434,bert
5,7946,2006356,15892,bert
1,7919,3482411,15838,bert
16,97,2150973,194,bert
2,549,2776801,1098,bert
1,33,1651372,66,bert
5,4920,3194240,9840,bert
5,352,3754539,704,bert
1,92,3554809,184,bert
8,143085,3124196,286170,bert
16,1062,2150978,2124,bert
1,186,1666648,372,bert
25,197,3656035,394,inception
16,180,2150948,360,bert
8,3862,3039829,7724,bert
1,12156,3740645,24312,bert
8,11259,3125659,22518,bert
2,776,3740651,1552,bert
5,2175,3037188,4350,bert
1,11952,3482418,23904,bert
1,8650,1744043,17300,bert
5,54572,1563866,109144,bert
1,8062,2957598,16124,bert
8,6338,2941041,12676,bert
16,1031,2151009,2062,bert
1,8834,3659486,17668,bert
30,112,2569858,224,bert
5,4334,3115178,8668,bert
5,3615,3628150,7230,bert
5,4209,3114789,8418,bert
16,346,3534272,692,bert
10,815,3576247,1630,bert
20,34145,2514805,68290,alexnet
1,192,3554716,384,bert
5,5409,3114527,10818,bert
5,5599,3282323,11198,bert
5,132,1978531,264,bert
4,2408,2656552,4816,bert
5,937,1679888,1874,bert
1,24091,2265609,48182,bert
3,440,1654637,880,bert
5,4437,3367215,8874,bert
10,152,3656348,304,inception
5,4194,3194712,8388,bert
5,3075,3628149,6150,bert
5,63,3754809,126,bert
5,74,3598737,148,bert
8,26945,3199935,53890,bert
5,1549,1680089,3098,bert
5,3667,3544694,7334,bert
5,593,1590189,1186,bert
1,7176,2346142,14352,bert
5,5530,3069827,11060,bert
1,6991,2957599,13982,bert
1,5657,2607995,11314,bert
3,37,1822727,74,bert
4,133,1701010,266,bert
5,4451,3367093,8902,bert
1,16531,3689100,33062,bert
1,11251,3482415,22502,bert
2,24304,1762614,48608,bert
1,7734,3482411,15468,bert
16,710,1804543,1420,bert
1,23302,2265606,46604,bert
5,4209,3070154,8418,bert
1,208,1667092,416,bert
5,1635,2997467,3270,bert
5,5274,3194565,10548,bert
5,911,3296610,1822,bert
5,62,1567012,124,bert
1,10113,1744042,20226,bert
5,3713,3497493,7426,bert
8,13372,1591261,26744,bert
5,1826,1385517,3652,bert
16,134,3534253,268,bert
5,55,1158525,110,bert
2,11915,2377129,23830,bert
8,1669,2453664,3338,bert
5,8110,2006153,16220,bert
10,101,2448075,202,bert
1,132,2943400,264,bert
5,4027,3654566,8054,bert
8,6517,2940993,13034,bert
1,7608,2607992,15216,bert
2,78,3698103,156,bert
2,16205,1620211,32410,bert
16,153,2326209,306,bert
5,5467,3037139,10934,bert
1,13323,3659483,26646,bert
5,3992,3544551,7984,bert
5,1897,1385569,3794,bert
1,7118,2957606,14236,bert
1,344,3554239,688,bert
5,5570,3282345,11140,bert
5,4366,3070495,8732,bert
5,8550,1744692,17100,bert
8,10815,2858702,21630,bert
5,4322,3729407,8644,bert
5,5107,3282970,10214,bert
3,62,2262051,124,bert
2,5154,1427447,10308,bert
8,169,3587120,338,bert
5,5073,3283234,10146,bert
5,8478,2006907,16956,bert
5,5663,3069928,11326,bert
5,8525,2006744,17050,bert
5,3003,3544618,6006,bert
8,4989,2858169,9978,bert
1,12568,3659482,25136,bert
8,2729,2941484,5458,bert
1,14140,1831150,28280,bert
1,6892,2957604,13784,bert
5,4559,3070092,9118,bert
5,3006,3544618,6012,bert
5,4254,3070553,8508,bert
8,3308,3198569,6616,bert
5,4459,3193778,8918,bert
1,2538,3449302,5076,bert
5,5189,2989509,10378,bert
5,3630,3729497,7260,bert
8,11834,2941437,23668,bert
1,73,1838339,146,bert
1,7301,2346140,14602,bert
1,2458,1198680,4916,bert
5,77,1152172,154,bert
5,5446,3037006,10892,bert
1,6945,2524227,13890,bert
5,3681,3729458,7362,bert
5,6269,3644006,12538,alexnet
5,8636,2006989,17272,bert
5,969,3367424,1938,bert
1,7466,2607989,14932,bert
5,634,1673116,1268,bert
2,7130,2909993,14260,bert
1,28077,2160794,56154,bert
2,7168,3342117,14336,bert
6,5515,2161466,11030,bert
1,5348,2957603,10696,bert
10,700,1222230,1400,bert
10,263,2860960,526,bert
5,96,1679929,192,bert
5,5569,3037027,11138,bert
5,639,1686262,1278,bert
5,7951,2641745,15902,bert
5,4059,3367867,8118,bert
1,27614,2160788,55228,bert
1,22,1655896,44,bert
5,4912,3194260,9824,bert
50,5733,2253402,11466,bert
8,2037,1256681,4074,bert
16,147,1978516,294,bert
5,761,1209800,1522,bert
3,446,1654741,892,bert
8,7355,3123544,14710,bert
1,9271,1744026,18542,bert
5,8446,1926616,16892,bert
2,121,2774658,242,bert
16,423,3534317,846,bert
5,4315,3497494,8630,bert
5,3095,3544754,6190,bert
5,7780,2641826,15560,bert
16,490,1721847,980,bert
3,125,1654829,250,bert
8,2658,3199785,5316,bert
1,7453,2957604,14906,bert
1,8446,3482410,16892,bert
1,5525,2957606,11050,bert
5,8806,1744716,17612,bert
25,178,3377201,356,inception
5,228,2997507,456,bert
1,70,1659995,140,bert
2,7206,3169359,14412,bert
1,374,2585776,748,bert
5,4184,3193800,8368,bert
1,11189,3659481,22378,bert
1,7522,2346140,15044,bert
5,5497,3107891,10994,bert
2,5374,2036056,10748,bert
1,6960,2346140,13920,bert
1,202,3730354,404,bert
5,8079,2864981,16158,bert
8,4920,2858320,9840,bert
5,1800,1385542,3600,bert
5,3805,3497496,7610,bert
8,27132,2162040,54264,bert
1,33,3588351,66,bert
25,175,3128619,350,inception
5,8059,2006275,16118,bert
5,4241,3729407,8482,bert
3,489,1122326,978,bert
8,93952,2941196,187904,bert
1,7652,2607989,15304,bert
1,205,1666527,410,bert
5,65,3754490,130,bert
3,46,1706013,92,bert
5,4462,3367264,8924,bert
5,7674,2006066,15348,bert
5,4020,3544695,8040,bert
5,96,1566100,192,bert
5,5881,3037159,11762,bert
16,108,2326201,216,bert
5,4305,3115310,8610,bert
2,5153,3241196,10306,bert
1,199,3569191,398,bert
5,5469,3036985,10938,bert
1,8454,2957599,16908,bert
3,537,1309236,1074,bert
5,670,1859951,1340,bert
16,958,1978534,1916,bert
6,25464,3459403,50928,bert
3,78,1906010,156,bert
5,4250,3114746,8500,bert
5,4222,3114948,8444,bert
3,58,1122216,116,bert
50,22557,1150467,45114,inception
5,3009,3497498,6018,bert
5,7665,2006420,15330,bert
16,872,2326242,1744,bert
16,127,1721817,254,bert
3,49,1981341,98,bert
1,133,3713920,266,bert
5,8662,1860264,17324,bert
5,1818,1385549,3636,bert
4,81,1706363,162,bert
5,4260,3654569,8520,bert
5,355,3754631,710,bert
1,11915,3482418,23830,bert
1,7442,2783575,14884,bert
5,4241,3115229,8482,bert
3,317,1654694,634,bert
5,2180,3729462,4360,bert
5,2647,3544696,5294,bert
1,7305,2346142,14610,bert
5,4305,3115414,8610,bert
1,2809,1631599,5618,bert
5,243,1803162,486,bert
8,6409,2909135,12818,bert
8,4434,1912248,8868,bert
5,8108,1925823,16216,bert
5,64,1680039,128,bert
5,4911,3194401,9822,bert
4,252,3643021,504,bert
5,8297,2007282,16594,bert
2,7152,2219743,14304,bert
2,7135,2823638,14270,bert
5,8133,2785552,16266,bert
5,8343,1928187,16686,bert
5,84,1590138,168,bert
1,6110,2957603,12220,bert
20,2277,3590366,4554,bert
1,5308,2607994,10616,bert
5,8358,2006562,16716,bert
5,183,2150964,366,bert
5,8436,2006805,16872,bert
12,5470,1162784,10940,bert
3,202,1309151,404,bert
1,7436,2957606,14872,bert
6,3200,2161409,6400,bert
5,4335,3115373,8670,bert
5,4823,3194526,9646,bert
2,220,2795132,440,bert
1,11362,3659489,22724,bert
5,318,2586581,636,bert
1,5058,2607991,10116,bert
5,1935,3544617,3870,bert
1,2591,1458847,5182,bert
1,2626,1592460,5252,bert
5,8235,1683724,16470,bert
5,145,3062774,290,bert
5,4785,3194361,9570,bert
5,167,1978552,334,bert
1,23433,2265606,46866,bert
1,1224,2599888,2448,bert
5,8371,1925462,16742,bert
5,3023,3628149,6046,bert
5,3598,3497495,7196,bert
4,2553,2484121,5106,bert
5,4227,3114990,8454,bert
3,56,2261988,112,bert
50,40639,3589317,81278,bert
5,1832,1309633,3664,bert
5,4272,3070696,8544,bert
16,666,1721839,1332,bert
1,10821,3659490,21642,bert
40,58,1328971,116,bert
1,7465,2346140,14930,bert
5,4515,3070133,9030,bert
2,63,1618016,126,bert
1,7540,2607989,15080,bert
5,8365,2672642,16730,bert
5,4859,3367535,9718,bert
5,68,3598771,136,bert
5,8400,1860509,16800,bert
5,60,3754931,120,bert
5,3961,3654566,7922,bert
1,12132,1831743,24264,bert
16,820,1978560,1640,bert
5,4271,3070255,8542,bert
10,112,1835795,224,bert
5,4122,3628109,8244,bert
16,106,1978583,212,bert
5,296,1887737,592,bert
1,7642,2607993,15284,bert
1,8871,3482412,17742,bert
5,1029,3497498,2058,bert
5,3234,3544755,6468,bert
5,5463,3107731,10926,bert
5,290,2409816,580,bert
5,3902,3544694,7804,bert
2,5107,3623309,10214,bert
5,5563,3107808,11126,bert
2,4892,3687966,9784,bert
5,578,2152143,1156,bert
1,7774,3482411,15548,bert
16,118,3534299,236,bert
5,7975,1683492,15950,bert
1,32,3554516,64,bert
5,113,3598928,226,bert
5,1872,1385507,3744,bert
1,7327,2346140,14654,bert
1,7036,2957599,14072,bert
9,10530,2161433,21060,bert
1,12397,3659482,24794,bert
10,981,3660731,1962,bert
1,7112,2957606,14224,bert
5,5518,3107649,11036,bert
1,5415,2607991,10830,bert
1,144,2960800,288,bert
1,6961,2957599,13922,bert
5,3055,3729456,6110,bert
1,6414,1744026,12828,bert
3,500,1122365,1000,bert
5,8465,1860449,16930,bert
1,212,3729068,424,bert
25,147,1655036,294,inception
5,5527,3037003,11054,bert
8,143463,3198767,286926,bert
5,114,2530218,228,bert
16,138,2150961,276,bert
5,4165,3194732,8330,bert
3,87,2159185,174,bert
5,5483,3107706,10966,bert
5,1466,1866940,2932,bert
5,138,3062938,276,bert
2,7192,2564631,14384,bert
1,7125,1744027,14250,bert
5,855,3296494,1710,bert
1,6883,2346141,13766,bert
5,1806,1309672,3612,bert
1,5809,3577069,11618,bert
5,6621,1926125,13242,bert
5,205,3296839,410,bert
5,8753,1686231,17506,bert
10,744,1765485,1488,bert
5,8449,2947649,16898,bert
1,2038,3387697,4076,bert
5,503,1253792,1006,bert
5,4498,3282557,8996,bert
5,46990,1857989,93980,bert
5,8193,1696728,16386,bert
5,4902,3282928,9804,bert
1,5747,2783576,11494,bert
5,230,1630594,460,bert
5,520,1566818,1040,bert
5,5498,3036885,10996,bert
1,7195,2957606,14390,bert
1,2579,3711239,5158,bert
1,6369,2000917,12738,bert
5,4158,3367036,8316,bert
5,5473,3107669,10946,bert
5,888,1567141,1776,bert
5,5535,3037141,11070,bert
1,186,3583776,372,bert
1,11471,3659494,22942,bert
5,4460,3193758,8920,bert
1,3235,3387701,6470,bert
1,809,1160281,1618,bert
4,155,3721977,310,bert
1,195,1666649,390,bert
5,4504,3070071,9008,bert
1,2621,2671238,5242,bert
5,5387,3114543,10774,bert
3,70,2261853,140,bert
1,103,3740556,206,bert
3,218,2082242,436,bert
10,3881,1581629,7762,bert
5,4859,3194381,9718,bert
5,4244,3115209,8488,bert
8,3308,3587047,6616,bert
3,58,1122179,116,bert
5,132,2996612,264,bert
1,9084,1744042,18168,bert
5,4151,3497492,8302,bert
1,7083,2346142,14166,bert
5,1970,1385558,3940,bert
5,1078,3544756,2156,bert
1,215,2266067,430,bert
5,3075,3654652,6150,bert
5,103,2412809,206,bert
5,4793,3194426,9586,bert
1,11964,3659482,23928,bert
5,7981,1683474,15962,bert
1,6394,1744026,12788,bert
1,8158,2957604,16316,bert
1,7478,2346140,14956,bert
5,110,1866795,220,bert
1,8224,1744028,16448,bert
1,11900,2293713,23800,bert
1,8238,2346140,16476,bert
1,7249,2346141,14498,bert
5,8091,2865002,16182,bert
16,131,1804576,262,bert
5,8160,1744770,16320,bert
16,826,3534324,1652,bert
3,395,2158564,790,bert
50,5929,2259504,11858,bert
10,1580,1139819,3160,bert
1,11943,3482418,23886,bert
5,5893,3523141,11786,bert
5,4465,3193840,8930,bert
1,107,1841413,214,bert
5,124,2997120,248,bert
1,12301,3659482,24602,bert
16,447,2326238,894,bert
5,8212,1696807,16424,bert
16,678,1804510,1356,bert
8,10337,2384360,20674,bert
1,10541,3482412,21082,bert
5,3243,1686334,6486,bert
16,89,1804541,178,bert
5,120,2150962,240,bert
16,439,1804570,878,bert
5,3704,3070418,7408,bert
5,4216,3070315,8432,bert
16,117,3534285,234,bert
1,12145,3659481,24290,bert
5,133,2996446,266,bert
1,11875,3482418,23750,bert
5,4283,3115269,8566,bert
5,8084,1683644,16168,bert
5,5430,3069626,10860,bert
5,241,1299532,482,bert
1,6836,2607989,13672,bert
1,7366,3482410,14732,bert
1,2382,1592464,4764,bert
2,6314,1924083,12628,bert
10,3952,1581691,7904,bert
8,10232,2766482,20464,bert
1,10467,3482418,20934,bert
1,8376,1744028,16752,bert
1,9553,3482418,19106,bert
2,7687,2132562,15374,bert
1,10275,3482412,20550,bert
5,4451,3282825,8902,bert
1,7292,2957603,14584,bert
5,4478,3193960,8956,bert
16,145,1721833,290,bert
8,142477,3123742,284954,bert
1,7601,2607992,15202,bert
1,2521,2064506,5042,bert
16,121,2150956,242,bert
5,43,2413221,86,bert
1,81,3753738,162,bert
25,274,2864332,548,inception
20,17864,1128629,35728,alexnet
5,8409,1686292,16818,bert
5,8145,2006785,16290,bert
1,273,3729266,546,bert
5,8163,1673023,16326,bert
8,3224,1249570,6448,bert
10,3915,1581749,7830,bert
1,7804,3659481,15608,bert
5,4270,3115454,8540,bert
3,58,2262009,116,bert
5,702,1928250,1404,bert
1,64,3659481,128,bert
5,2888,3729536,5776,bert
4,383,1701011,766,bert
5,4199,3194672,8398,bert
3,52,1706219,104,bert
16,115,3534302,230,bert
3,44,1185654,88,bert
5,89,1165122,178,bert
5,4881,3367599,9762,bert
25,1278,1217577,2556,inception
3,44,1309107,88,bert
5,4428,3193921,8856,bert
10,2303,2818162,4606,bert
5,4486,3070049,8972,bert
16,97,2150950,194,bert
5,4455,3367400,8910,bert
10,91,2252910,182,bert
1,833,3568365,1666,bert
5,8307,2785571,16614,bert
3,100,1654927,200,bert
5,475,3628169,950,bert
5,142,2996765,284,bert
5,3361,1744805,6722,bert
8,2209,2858250,4418,bert
1,177,3753854,354,bert
4,77,3587877,154,bert
1,10589,3482412,21178,bert
1,2386,1285376,4772,bert
16,117,1305366,234,bert
5,8330,1744803,16660,bert
5,4138,3544555,8276,bert
16,488,1804525,976,bert
5,257,1384906,514,bert
8,11226,3025752,22452,bert
2,5120,3331374,10240,bert
5,727,1673040,1454,bert
32,1025,2289661,2050,bert
5,8805,1696749,17610,bert
5,4124,3367909,8248,bert
5,2162,3497494,4324,bert
5,382,3598297,764,bert
3,120,3688274,240,bert
1,216,1666495,432,bert
16,140,2326203,280,bert
8,6458,2940711,12916,bert
5,3508,1925235,7016,bert
5,170,2606664,340,bert
5,2219,2150996,4438,bert
1,27457,2160791,54914,bert
16,114,3534292,228,bert
5,8384,1683606,16768,bert
8,912,3749136,1824,bert
5,36,2413090,72,bert
5,2879,3729534,5758,bert
5,2655,3654567,5310,bert
5,339,3598484,678,bert
2,7144,2831389,14288,bert
5,6017,2006377,12034,bert
16,1123,2151100,2246,bert
6,4467,2162046,8934,bert
5,3968,3628110,7936,bert
16,1008,3534276,2016,bert
2,7626,1873317,15252,bert
5,8381,1744694,16762,bert
5,4072,3654567,8144,bert
1,2548,1592488,5096,bert
5,39,2412973,78,bert
5,856,3296403,1712,bert
3,100,1654987,200,bert
8,15650,2161349,31300,bert
3,208,1822918,416,bert
5,8049,1672984,16098,bert
1,7848,2607989,15696,bert
5,8468,2007050,16936,bert
1,7155,2607992,14310,bert
2,22270,1620475,44540,bert
2,50356,2808403,100712,bert
5,347,3115089,694,bert
8,2365,1591307,4730,bert
50,78,3551035,156,bert
5,2947,3283274,5894,bert
1,7620,2957606,15240,bert
5,8947,1928442,17894,bert
5,455,3194163,910,bert
5,4816,3194341,9632,bert
5,142,2150951,284,bert
1,889,3725769,1778,bert
5,4524,3070109,9048,bert
5,4460,3070365,8920,bert
3,65,2651344,130,bert
5,8249,1927648,16498,bert
8,2407,3025796,4814,bert
5,1525,3296797,3050,bert
1,193,3640891,386,bert
1,198,3385509,396,bert
2,5410,2119888,10820,bert
1,7486,2346140,14972,bert
1,2376,3186499,4752,bert
2,7345,3601133,14690,bert
5,632,1744749,1264,bert
5,387,2234925,774,bert
12,11158,3454587,22316,alexnet
5,4450,3282517,8900,bert
8,2174,1256464,4348,bert
5,5100,3283254,10200,bert
5,3885,3497494,7770,bert
5,4153,3367945,8306,bert
5,3226,3654736,6452,bert
8,10316,1912637,20632,bert
1,5996,2957604,11992,bert
3,450,1144780,900,bert
2,5180,1256022,10360,bert
5,2979,2007323,5958,bert
2,5134,3763540,10268,bert
16,113,2151007,226,bert
3,326,2158839,652,bert
3,54,1705977,108,bert
5,8455,2006886,16910,bert
2,370,2428891,740,bert
1,246,3729016,492,bert
5,4786,3194321,9572,bert
24,7497,3564615,14994,bert
5,8904,1859829,17808,bert
5,8503,2007302,17006,bert
25,2168,3665461,4336,inception
5,4083,3654567,8166,bert
5,1848,1309581,3696,bert
1,9159,1744043,18318,bert
5,8276,1744722,16552,bert
16,125,3534283,250,bert
16,69,2150957,138,bert
1,8408,1744026,16816,bert
5,4089,3628111,8178,bert
5,81,1866898,162,bert
5,1843,1309658,3686,bert
2,7166,2478123,14332,bert
5,4075,3497497,8150,bert
5,5423,3069768,10846,bert
5,3041,3729450,6082,bert
1,6139,1744026,12278,bert
1,2418,2237746,4836,bert
3,213,1122258,426,bert
1,7846,1744028,15692,bert
5,3712,3497494,7424,bert
5,4429,3070377,8858,bert
5,1809,1309596,3618,bert
1,8910,1744026,17820,bert
5,111,3031073,222,bert
5,226,3063737,452,bert
5,115,2996512,230,bert
5,4162,3193879,8324,bert
5,3678,3544693,7356,bert
1,10017,1744028,20034,bert
5,3399,3729496,6798,bert
5,242,1714938,484,bert
5,969,3063237,1938,bert
1,2537,3387696,5074,bert
5,210,2061868,420,bert
16,88,2150964,176,bert
5,2032,1385511,4064,bert
3,554,1822984,1108,bert
5,4283,3070515,8566,bert
16,125,1804541,250,bert
1,12417,3740466,24834,bert
1,10212,3740644,20424,bert
1,2489,3359850,4978,bert
2,7489,1268350,14978,bert
16,346,1721846,692,bert
5,8301,2641866,16602,bert
5,5414,3114505,10828,bert
1,5742,2346139,11484,bert
1,3085,3387696,6170,bert
5,4435,3194081,8870,bert
1,8244,3482411,16488,bert
5,111,2384017,222,bert
5,1823,1309615,3646,bert
3,44,1822775,88,bert
5,129,2427703,258,bert
5,5443,3037088,10886,bert
5,5510,3036903,11020,bert
5,3803,3497497,7606,bert
5,356,3754374,712,bert
5,438,3654688,876,bert
1,10287,3482418,20574,bert
1,24542,2160787,49084,bert
1,23703,2265610,47406,bert
16,73,3534286,146,bert
1,5606,2607995,11212,bert
8,30642,2941379,61284,bert
5,618,1686242,1236,bert
30,128,1737023,256,bert
1,7296,3064867,14592,bert
1,91,3662700,182,bert
2,4767,2866356,9534,bert
5,129,1193372,258,bert
16,315,1978526,630,bert
25,227,3454140,454,inception
5,5505,3036928,11010,bert
16,125,1804571,250,bert
1,7290,2957603,14580,bert
5,271,2322451,542,bert
1,2578,2498945,5156,bert
1,7241,3482413,14482,bert
5,271,2997210,542,bert
5,5429,3036984,10858,bert
1,7337,2346142,14674,bert
1,2347,3622482,4694,bert
5,4459,3193818,8918,bert
1,8747,1744042,17494,bert
10,1784,2075495,3568,bert
2,77323,3127575,154646,bert
5,2138,3069948,4276,bert
10,180,2821526,360,bert
5,605,1679970,1210,bert
3,58,1185677,116,bert
16,366,2150992,732,bert
5,5477,3107786,10954,bert
4,5976,1237553,11952,bert
5,4117,3644004,8234,alexnet
8,6339,2908560,12678,bert
3,449,1905915,898,bert
5,643,1744741,1286,bert
16,516,2151040,1032,bert
1,7016,2346141,14032,bert
5,3584,3628149,7168,bert
1,7341,2607989,14682,bert
1,7687,2957605,15374,bert
5,145,2326208,290,bert
16,137,2150993,274,bert
5,8425,2785574,16850,bert
1,99,1835610,198,bert
16,149,3534237,298,bert
10,105,1138149,210,bert
5,1832,1309703,3664,bert
5,3697,3497495,7394,bert
1,7311,2346141,14622,bert
3,94,2159238,188,bert
8,11078,2941310,22156,bert
2,53859,3072264,107718,bert
1,9927,1744026,19854,bert
5,8247,2007009,16494,bert
8,142474,3198886,284948,bert
1,8740,1744026,17480,bert
5,4104,3283575,8208,bert
1,6793,2607990,13586,bert
5,5489,3107868,10978,bert
1,2726,1545602,5452,bert
5,7828,2006464,15656,bert
1,6866,2346140,13732,bert
5,8413,1696790,16826,bert
4,5531,1793016,11062,bert
1,7481,2957606,14962,bert
5,8276,2006622,16552,bert
5,8140,1673078,16280,bert
5,8140,1683589,16280,bert
1,6579,1744026,13158,bert
5,7996,2672658,15992,bert
10,89,1836144,178,bert
5,269,1887716,538,bert
16,989,2326222,1978,bert
5,4429,3367340,8858,bert
1,3091,3387696,6182,bert
5,638,1673093,1276,bert
8,3845,3025200,7690,bert
10,961,3565116,1922,bert
1,189,3605063,378,bert
1,6298,2607989,12596,bert
5,4442,3282789,8884,bert
5,100,2002177,200,bert
5,4834,3367738,9668,bert
50,5076,2343171,10152,bert
5,1178,2326238,2356,bert
5,4118,3283517,8236,bert
1,2335,3555139,4670,bert
5,5654,3193569,11308,bert
5,3926,3544694,7852,bert
5,4164,3367053,8328,bert
5,4258,3497494,8516,bert
5,894,2997020,1788,bert
1,7754,2957604,15508,bert
5,267,2322456,534,bert
1,11429,3482418,22858,bert
1,1502,1154081,3004,bert
5,9595,3381442,19190,resnet
5,1381,3037172,2762,bert
5,7945,2864897,15890,bert
1,12341,1831743,24682,bert
5,7922,1859644,15844,bert
